,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
7919,30,technician,married,secondary,no,173,yes,no,cellular,2,jun,184,3,194,0,failure,no
7920,35,blue-collar,single,secondary,no,-37,yes,yes,cellular,2,jun,276,2,194,0,failure,no
7921,49,blue-collar,married,primary,no,1032,yes,no,cellular,2,jun,41,5,194,0,failure,no
7922,39,admin.,single,secondary,no,2040,yes,no,cellular,2,jun,145,2,194,0,failure,no
7923,40,admin.,divorced,secondary,no,2550,yes,no,cellular,2,jun,424,2,194,0,failure,no
7924,38,technician,single,secondary,no,2990,yes,no,cellular,2,jun,612,2,194,0,failure,no
7925,47,management,married,tertiary,no,60,no,no,cellular,2,jun,282,7,194,0,failure,no
7926,45,blue-collar,divorced,primary,no,6,yes,no,cellular,2,jun,159,6,194,0,failure,no
7927,42,blue-collar,married,secondary,no,443,yes,no,cellular,2,jun,671,5,194,0,failure,yes
7928,41,technician,single,secondary,no,1680,yes,no,cellular,2,jun,76,2,194,0,failure,no
7929,46,technician,married,secondary,no,-59,yes,yes,cellular,2,jun,117,2,194,0,failure,no
7930,48,entrepreneur,married,secondary,no,2247,yes,no,cellular,2,jun,60,9,194,0,failure,no
7931,40,admin.,single,secondary,no,90,yes,no,cellular,2,jun,252,4,194,0,failure,no
7932,42,technician,single,secondary,yes,-1129,yes,no,cellular,2,jun,555,5,194,0,failure,yes
7933,35,blue-collar,married,secondary,no,1949,yes,no,cellular,2,jun,200,3,194,0,failure,no
7934,40,admin.,single,secondary,no,358,yes,no,cellular,2,jun,350,1,194,0,failure,no
7935,41,technician,married,secondary,no,0,no,no,cellular,2,jun,157,3,194,0,failure,no
7936,34,management,married,tertiary,no,1267,yes,no,cellular,2,jun,87,4,194,0,failure,no
7937,35,services,married,tertiary,no,0,yes,no,cellular,2,jun,312,2,194,0,failure,no
7938,45,services,married,secondary,no,75,yes,yes,cellular,2,jun,222,2,194,0,failure,no
7939,47,technician,married,primary,no,1375,yes,yes,cellular,2,jun,218,2,194,0,failure,no
7940,44,blue-collar,married,primary,no,3433,yes,no,cellular,2,jun,548,8,194,0,failure,no
7941,45,self-employed,married,secondary,no,976,yes,no,cellular,2,jun,176,4,194,0,failure,no
7942,30,services,single,secondary,no,603,yes,yes,cellular,2,jun,335,2,194,0,failure,no
7943,34,technician,married,primary,no,926,yes,yes,cellular,2,jun,142,2,194,0,failure,no
7944,28,blue-collar,single,primary,no,8263,yes,no,cellular,2,jun,267,1,194,0,failure,no
7945,40,services,divorced,primary,no,1937,yes,no,cellular,2,jun,86,1,194,0,failure,no
7946,58,self-employed,divorced,tertiary,no,3,yes,yes,cellular,2,jun,129,4,194,0,failure,no
7947,44,blue-collar,married,primary,no,417,yes,no,cellular,2,jun,322,5,194,0,failure,no
7948,35,management,single,tertiary,no,1273,yes,no,cellular,2,jun,111,3,194,0,failure,no
7949,35,blue-collar,married,secondary,no,98,yes,no,cellular,2,jun,136,1,194,0,failure,no
7950,31,blue-collar,married,secondary,no,-282,yes,yes,cellular,2,jun,108,1,194,0,failure,no
7951,35,blue-collar,married,primary,no,456,yes,no,cellular,2,jun,71,1,194,0,failure,no
7952,29,admin.,married,secondary,no,301,yes,no,cellular,2,jun,150,5,194,0,failure,no
7953,36,management,single,tertiary,no,4543,yes,no,cellular,2,jun,252,5,194,0,failure,no
7954,35,services,single,secondary,no,257,yes,no,cellular,2,jun,518,1,194,0,failure,no
7955,32,blue-collar,married,secondary,no,35,yes,no,cellular,2,jun,42,1,194,0,failure,no
7956,33,services,single,secondary,no,245,yes,no,cellular,2,jun,140,3,194,0,failure,no
7957,28,services,married,secondary,no,3019,no,no,cellular,2,jun,303,2,194,0,failure,no
7958,38,blue-collar,married,primary,no,-537,yes,no,cellular,2,jun,171,1,194,0,failure,no
7959,44,blue-collar,divorced,primary,yes,-119,yes,no,cellular,2,jun,132,5,194,0,failure,no
7960,39,technician,married,secondary,no,-295,yes,no,cellular,2,jun,288,1,194,0,failure,no
7961,53,management,married,tertiary,no,6525,yes,no,cellular,2,jun,73,3,194,0,failure,no
7962,30,blue-collar,married,secondary,no,171,yes,no,cellular,2,jun,230,4,194,0,failure,no
7963,28,blue-collar,married,primary,no,-511,yes,no,cellular,2,jun,82,1,194,0,failure,no
7964,26,technician,single,secondary,no,2610,yes,yes,cellular,2,jun,626,1,194,0,failure,no
7965,48,unemployed,married,primary,no,1849,yes,no,cellular,2,jun,345,3,194,0,failure,no
7966,58,retired,married,tertiary,no,2084,yes,no,cellular,2,jun,75,5,194,0,failure,no
7967,33,admin.,married,secondary,no,471,yes,no,cellular,2,jun,214,2,194,0,failure,no
7968,29,technician,single,tertiary,no,2998,no,no,cellular,2,jun,479,3,194,0,failure,no
7969,42,management,married,secondary,no,342,yes,no,cellular,2,jun,156,5,194,0,failure,no
7970,45,blue-collar,married,primary,no,816,yes,no,cellular,2,jun,80,3,194,0,failure,no
7971,28,management,single,tertiary,no,6321,yes,no,cellular,2,jun,204,5,194,0,failure,no
7972,54,self-employed,married,primary,no,277,yes,no,cellular,2,jun,360,3,194,0,failure,no
7973,46,technician,divorced,secondary,no,-205,yes,no,cellular,2,jun,126,1,194,0,failure,no
7974,29,blue-collar,married,secondary,no,1492,yes,no,cellular,2,jun,267,10,194,0,failure,no
7975,59,blue-collar,married,secondary,no,475,yes,yes,cellular,2,jun,290,1,194,0,failure,no
7976,34,management,married,secondary,no,1105,yes,yes,cellular,2,jun,136,4,194,0,failure,no
7977,36,blue-collar,married,secondary,no,63,yes,no,cellular,2,jun,56,8,194,0,failure,no
7978,33,admin.,single,secondary,no,0,yes,no,cellular,2,jun,32,2,194,0,failure,no
7979,32,blue-collar,married,primary,no,415,yes,no,cellular,2,jun,777,4,194,0,failure,yes
7980,35,blue-collar,married,secondary,no,53,yes,no,cellular,2,jun,826,4,194,0,failure,no
7981,45,services,married,secondary,no,-158,yes,no,cellular,2,jun,91,1,194,0,failure,no
7982,53,blue-collar,married,secondary,no,-711,yes,no,cellular,2,jun,198,1,194,0,failure,no
7983,39,technician,single,tertiary,no,2617,yes,no,cellular,2,jun,164,2,194,0,failure,no
7984,38,housemaid,single,secondary,no,113,yes,no,cellular,2,jun,98,4,194,0,failure,no
7985,32,blue-collar,single,secondary,no,-691,yes,yes,cellular,2,jun,53,1,194,0,failure,no
7986,42,technician,married,secondary,no,-887,no,no,cellular,2,jun,349,4,194,0,failure,no
7987,30,blue-collar,married,secondary,no,194,yes,no,cellular,2,jun,178,1,194,0,failure,no
7988,31,blue-collar,married,primary,no,2198,no,no,cellular,2,jun,532,2,194,0,failure,no
7989,31,technician,single,secondary,no,1170,yes,no,cellular,2,jun,120,2,194,0,failure,no
7990,41,blue-collar,married,primary,no,1905,yes,no,cellular,2,jun,164,4,194,0,failure,no
7991,35,services,divorced,secondary,no,532,yes,no,cellular,2,jun,375,1,194,0,failure,no
7992,49,services,married,secondary,no,180,yes,yes,cellular,2,jun,392,3,194,0,failure,no
7993,31,technician,single,secondary,no,4040,yes,no,cellular,2,jun,213,2,194,0,failure,no
7994,32,blue-collar,married,primary,no,2,yes,no,cellular,2,jun,18,1,194,0,failure,no
7995,58,technician,married,secondary,no,2073,no,no,cellular,2,jun,393,3,194,0,failure,no
7996,32,blue-collar,divorced,secondary,no,0,yes,no,cellular,2,jun,746,2,194,0,failure,no
7997,42,entrepreneur,married,secondary,no,-480,yes,yes,cellular,2,jun,351,6,194,0,failure,no
7998,39,housemaid,married,secondary,no,4136,yes,no,cellular,2,jun,142,3,194,0,failure,no
7999,36,blue-collar,married,secondary,yes,-2,no,no,cellular,2,jun,316,1,194,0,failure,no
8000,42,blue-collar,married,secondary,no,4,yes,yes,cellular,2,jun,229,8,194,0,failure,no
8001,27,technician,single,secondary,no,1,yes,no,cellular,2,jun,261,8,194,0,failure,no
8002,35,management,married,tertiary,no,2387,yes,yes,cellular,2,jun,289,2,194,0,failure,no
8003,38,blue-collar,married,primary,no,1495,yes,no,cellular,2,jun,74,3,194,0,failure,no
8004,31,blue-collar,married,secondary,no,-617,yes,no,cellular,2,jun,115,2,194,0,failure,no
8005,30,unemployed,single,secondary,no,500,yes,no,cellular,2,jun,178,2,194,0,failure,no
8006,33,technician,married,tertiary,no,2364,yes,no,cellular,2,jun,154,2,194,0,failure,no
8007,35,services,married,secondary,no,456,yes,yes,cellular,2,jun,100,4,194,0,failure,no
8008,51,blue-collar,married,secondary,no,0,no,no,cellular,2,jun,61,7,194,0,failure,no
8009,47,admin.,married,primary,no,68,yes,no,cellular,2,jun,754,2,194,0,failure,no
8010,34,blue-collar,married,primary,no,1090,yes,no,cellular,2,jun,130,2,194,0,failure,no
8011,37,admin.,divorced,secondary,no,673,yes,no,cellular,2,jun,509,2,194,0,failure,no
8012,33,admin.,divorced,primary,no,1416,yes,no,cellular,2,jun,239,4,194,0,failure,no
8013,35,blue-collar,married,primary,no,828,no,no,cellular,2,jun,468,8,194,0,failure,no
8014,58,retired,married,secondary,no,1604,yes,no,cellular,2,jun,358,3,194,0,failure,no
8015,28,admin.,single,tertiary,no,1540,yes,no,cellular,2,jun,442,11,194,0,failure,no
8016,41,admin.,married,secondary,no,-18,yes,yes,cellular,2,jun,83,6,194,0,failure,no
8017,41,admin.,divorced,secondary,no,-106,yes,no,cellular,2,jun,134,3,194,0,failure,no
8018,43,management,divorced,tertiary,no,1,yes,yes,cellular,2,jun,28,8,194,0,failure,no
8019,59,blue-collar,married,secondary,no,104,yes,no,cellular,2,jun,92,5,194,0,failure,no
8020,43,management,married,secondary,no,498,yes,no,cellular,2,jun,73,5,194,0,failure,no
8021,43,blue-collar,married,primary,no,7343,yes,no,cellular,2,jun,217,4,194,0,failure,no
8022,50,blue-collar,married,primary,no,33,yes,no,cellular,2,jun,134,8,194,0,failure,no
8023,58,admin.,married,secondary,no,3496,yes,no,cellular,2,jun,111,4,194,0,failure,no
8024,39,blue-collar,married,primary,no,592,yes,no,cellular,2,jun,222,2,194,0,failure,no
8025,55,unemployed,married,secondary,yes,1108,yes,yes,cellular,2,jun,75,4,194,0,failure,no
8026,44,blue-collar,single,secondary,no,-292,yes,no,cellular,2,jun,179,7,194,0,failure,no
8027,35,technician,single,secondary,no,1708,yes,no,cellular,2,jun,110,3,194,0,failure,no
8028,48,blue-collar,married,primary,no,235,yes,no,cellular,2,jun,58,4,194,0,failure,no
8029,37,blue-collar,married,secondary,no,-1050,yes,no,cellular,2,jun,548,2,194,0,failure,no
8030,31,admin.,single,secondary,no,2398,yes,no,cellular,2,jun,16,13,194,0,failure,no
8031,33,technician,single,tertiary,no,5234,no,no,cellular,2,jun,213,3,194,0,failure,no
8032,37,blue-collar,married,secondary,no,954,yes,no,cellular,2,jun,402,9,194,0,failure,no
8033,33,student,single,tertiary,no,3404,yes,no,cellular,2,jun,312,3,194,0,failure,no
8034,23,blue-collar,single,secondary,no,27,yes,no,cellular,2,jun,280,2,194,0,failure,no
8035,33,blue-collar,single,secondary,no,6285,yes,no,cellular,2,jun,689,3,194,0,failure,no
8036,49,blue-collar,married,primary,no,355,yes,no,cellular,2,jun,253,7,194,0,failure,no
8037,51,entrepreneur,married,secondary,no,0,yes,yes,cellular,2,jun,184,5,194,0,failure,no
8038,49,management,divorced,tertiary,no,696,yes,no,cellular,2,jun,310,3,194,0,failure,no
8039,39,services,divorced,secondary,no,-718,yes,no,cellular,2,jun,90,4,194,0,failure,no
8040,38,blue-collar,married,primary,no,-854,yes,no,cellular,2,jun,194,4,194,0,failure,no
8041,29,management,married,secondary,no,0,yes,no,cellular,2,jun,85,4,194,0,failure,no
8042,31,blue-collar,single,secondary,yes,-575,yes,no,cellular,2,jun,153,9,194,0,failure,no
8043,39,management,married,primary,no,13,no,no,cellular,2,jun,59,4,194,0,failure,no
8044,42,admin.,married,secondary,no,6445,yes,no,cellular,2,jun,20,8,194,0,failure,no
8045,40,unemployed,married,secondary,no,1960,yes,no,cellular,2,jun,605,6,194,0,failure,yes
8046,42,blue-collar,married,secondary,no,130,no,no,cellular,2,jun,180,3,194,0,failure,no
8047,28,blue-collar,single,secondary,no,5149,yes,no,cellular,2,jun,232,3,194,0,failure,no
8048,44,management,divorced,tertiary,yes,-411,yes,no,cellular,2,jun,432,4,194,0,failure,yes
8049,23,services,single,secondary,no,342,yes,no,cellular,3,jun,152,6,194,0,failure,no
8050,35,management,married,tertiary,no,2529,yes,no,cellular,3,jun,104,7,194,0,failure,no
8051,41,services,married,tertiary,no,412,yes,no,cellular,3,jun,154,5,194,0,failure,no
8052,37,admin.,divorced,secondary,no,-165,yes,no,cellular,3,jun,48,2,194,0,failure,no
8053,36,management,single,tertiary,no,3139,no,no,cellular,3,jun,182,5,194,0,failure,no
8054,31,technician,single,secondary,no,674,yes,yes,cellular,3,jun,150,3,194,0,failure,no
8055,39,blue-collar,single,primary,no,-360,yes,no,cellular,3,jun,209,2,194,0,failure,no
8056,46,services,married,primary,no,43,yes,no,cellular,3,jun,86,5,194,0,failure,no
8057,30,entrepreneur,single,secondary,no,265,yes,yes,cellular,3,jun,67,10,194,0,failure,no
8058,45,admin.,divorced,secondary,no,-121,yes,no,cellular,3,jun,197,5,194,0,failure,no
8059,47,services,married,secondary,no,344,yes,no,cellular,3,jun,87,1,194,0,failure,no
8060,54,admin.,single,secondary,no,2423,no,no,cellular,3,jun,75,4,194,0,failure,no
8061,51,technician,married,secondary,no,1186,yes,no,cellular,3,jun,450,3,194,0,failure,no
8062,31,admin.,married,secondary,no,7634,yes,yes,cellular,3,jun,216,1,194,0,failure,no
8063,36,management,single,tertiary,no,0,yes,no,cellular,3,jun,174,1,194,0,failure,no
8064,31,blue-collar,married,secondary,no,-446,no,no,cellular,3,jun,180,1,194,0,failure,no
8065,39,blue-collar,single,secondary,no,277,yes,no,cellular,3,jun,20,8,194,0,failure,no
8066,38,blue-collar,married,secondary,no,648,yes,no,cellular,3,jun,179,1,194,0,failure,no
8067,49,admin.,single,secondary,no,-1193,yes,yes,cellular,3,jun,73,1,194,0,failure,no
8068,58,management,married,tertiary,no,107,yes,no,cellular,3,jun,55,1,194,0,failure,no
8069,28,services,married,secondary,no,468,yes,yes,cellular,3,jun,222,1,194,0,failure,no
8070,43,blue-collar,married,primary,no,-872,yes,yes,cellular,3,jun,267,1,194,0,failure,no
8071,55,services,married,secondary,no,1695,yes,no,cellular,3,jun,69,2,194,0,failure,no
8072,31,technician,married,secondary,no,-292,yes,yes,cellular,3,jun,186,1,194,0,failure,no
8073,52,blue-collar,divorced,primary,no,196,yes,yes,cellular,3,jun,63,1,194,0,failure,no
8074,35,technician,single,tertiary,no,914,no,no,cellular,3,jun,166,1,194,0,failure,no
8075,41,admin.,single,secondary,no,734,yes,no,cellular,3,jun,332,3,194,0,failure,no
8076,25,admin.,single,secondary,no,120,yes,no,cellular,3,jun,542,1,194,0,failure,no
8077,37,management,married,tertiary,no,1125,yes,no,cellular,3,jun,301,1,194,0,failure,no
8078,31,technician,single,tertiary,no,1166,yes,no,cellular,3,jun,207,1,194,0,failure,no
8079,32,services,married,secondary,yes,-790,yes,no,cellular,3,jun,159,1,194,0,failure,no
8080,46,technician,married,secondary,no,231,yes,no,cellular,3,jun,117,1,194,0,failure,no
8081,30,admin.,single,secondary,no,3809,yes,no,cellular,3,jun,159,4,194,0,failure,no
8082,42,management,married,tertiary,no,255,yes,yes,cellular,3,jun,238,2,194,0,failure,no
8083,33,services,married,secondary,no,34,yes,yes,cellular,3,jun,161,1,194,0,failure,no
8084,38,management,married,tertiary,yes,-562,yes,no,cellular,3,jun,206,1,194,0,failure,no
8085,30,admin.,married,secondary,yes,-938,yes,no,cellular,3,jun,438,1,194,0,failure,no
8086,29,technician,single,tertiary,no,2893,yes,no,cellular,3,jun,250,1,194,0,failure,no
8087,43,blue-collar,married,primary,no,-120,yes,no,cellular,3,jun,46,1,194,0,failure,no
8088,41,blue-collar,married,secondary,no,-256,yes,no,cellular,3,jun,147,2,194,0,failure,no
8089,30,unemployed,single,secondary,no,-306,yes,no,cellular,3,jun,275,1,194,0,failure,no
8090,42,technician,single,secondary,no,344,yes,no,cellular,3,jun,26,7,194,0,failure,no
8091,37,technician,divorced,secondary,no,1772,no,no,cellular,3,jun,202,1,194,0,failure,no
8092,31,unemployed,married,secondary,no,86,yes,yes,cellular,3,jun,963,2,194,0,failure,yes
8093,26,services,single,secondary,no,92,yes,no,cellular,3,jun,50,4,194,0,failure,no
8094,25,blue-collar,single,secondary,no,2096,yes,no,cellular,3,jun,236,2,194,0,failure,no
8095,51,management,married,tertiary,no,1355,yes,no,cellular,3,jun,272,1,194,0,failure,no
8096,30,technician,married,secondary,no,418,yes,no,cellular,3,jun,112,1,194,0,failure,no
8097,30,admin.,married,secondary,no,457,yes,no,cellular,3,jun,384,5,194,0,failure,no
8098,28,admin.,single,secondary,no,1323,yes,no,cellular,3,jun,361,1,194,0,failure,no
8099,27,management,single,tertiary,no,450,yes,no,cellular,3,jun,49,1,194,0,failure,no
8100,26,admin.,single,secondary,no,317,yes,no,cellular,3,jun,953,1,194,0,failure,no
8101,54,blue-collar,divorced,secondary,no,1545,yes,no,cellular,3,jun,148,2,194,0,failure,no
8102,25,blue-collar,married,primary,yes,-589,yes,no,cellular,3,jun,233,1,194,0,failure,no
8103,26,technician,single,secondary,no,3070,yes,no,cellular,3,jun,409,1,194,0,failure,no
8104,27,blue-collar,single,secondary,no,446,yes,no,cellular,3,jun,194,1,194,0,failure,no
8105,29,blue-collar,married,secondary,no,-475,yes,no,cellular,3,jun,538,2,194,0,failure,no
8106,21,unemployed,married,secondary,no,2062,yes,no,cellular,3,jun,103,1,194,0,failure,no
8107,25,admin.,single,tertiary,no,407,yes,no,cellular,3,jun,579,1,194,0,failure,no
8108,44,services,married,secondary,no,646,yes,no,cellular,3,jun,183,4,194,0,failure,no
8109,35,admin.,single,secondary,no,182,yes,no,cellular,3,jun,117,1,194,0,failure,no
8110,28,blue-collar,married,secondary,no,0,yes,yes,cellular,3,jun,210,1,194,0,failure,no
8111,42,technician,married,secondary,no,-129,yes,no,cellular,3,jun,175,1,194,0,failure,no
8112,29,technician,married,primary,no,1761,yes,no,cellular,3,jun,186,1,194,0,failure,no
8113,30,services,married,secondary,no,227,no,yes,cellular,3,jun,23,1,194,0,failure,no
8114,43,technician,married,secondary,no,463,no,no,cellular,3,jun,268,1,194,0,failure,no
8115,54,management,single,tertiary,no,0,yes,no,cellular,3,jun,68,1,194,0,failure,no
8116,41,blue-collar,single,secondary,no,948,yes,no,cellular,3,jun,157,1,194,0,failure,no
8117,36,housemaid,married,primary,no,191,yes,no,cellular,3,jun,132,1,194,0,failure,no
8118,42,blue-collar,married,primary,no,187,yes,no,cellular,3,jun,43,1,194,0,failure,no
8119,42,services,married,secondary,no,3689,yes,no,cellular,3,jun,363,1,194,0,failure,no
8120,36,technician,single,tertiary,no,743,yes,no,cellular,3,jun,517,1,194,0,failure,no
8121,52,management,married,tertiary,no,575,no,no,cellular,3,jun,315,1,194,0,failure,no
8122,40,blue-collar,married,secondary,no,-605,yes,yes,cellular,3,jun,143,1,194,0,failure,no
8123,39,unemployed,married,secondary,no,0,yes,no,cellular,3,jun,73,1,194,0,failure,no
8124,49,blue-collar,married,primary,no,2068,yes,no,cellular,3,jun,45,1,194,0,failure,no
8125,41,self-employed,married,secondary,no,2812,yes,no,cellular,3,jun,447,1,194,0,failure,no
8126,48,technician,divorced,secondary,no,-154,no,no,cellular,3,jun,342,3,194,0,failure,no
8127,50,management,married,tertiary,no,1854,yes,yes,cellular,3,jun,119,2,194,0,failure,no
8128,44,admin.,divorced,secondary,no,776,yes,no,cellular,3,jun,150,1,194,0,failure,no
8129,45,technician,married,secondary,no,4466,yes,no,cellular,3,jun,110,1,194,0,failure,no
8130,49,management,divorced,tertiary,no,9326,yes,no,cellular,3,jun,166,1,194,0,failure,no
8131,34,admin.,married,secondary,no,220,yes,no,cellular,3,jun,65,13,194,0,failure,no
8132,46,blue-collar,married,primary,no,596,yes,no,cellular,3,jun,404,13,194,0,failure,no
8133,48,services,married,secondary,no,2877,yes,no,cellular,3,jun,157,1,194,0,failure,no
8134,47,blue-collar,married,primary,no,-127,yes,no,cellular,3,jun,170,3,194,0,failure,no
8135,58,retired,married,secondary,no,3909,yes,no,cellular,3,jun,80,1,194,0,failure,no
8136,45,blue-collar,married,secondary,no,784,yes,yes,cellular,3,jun,34,1,194,0,failure,no
8137,38,management,married,tertiary,no,1221,yes,no,cellular,3,jun,258,1,194,0,failure,no
8138,37,management,single,tertiary,no,1449,no,no,cellular,3,jun,291,1,194,0,failure,no
8139,37,blue-collar,married,primary,no,1534,yes,no,cellular,3,jun,126,4,194,0,failure,no
8140,37,self-employed,married,tertiary,no,1510,yes,no,cellular,3,jun,88,2,194,0,failure,no
8141,40,self-employed,married,secondary,yes,-754,yes,yes,cellular,3,jun,941,3,194,0,failure,yes
8142,23,services,married,secondary,no,1309,yes,no,cellular,3,jun,349,2,194,0,failure,no
8143,38,blue-collar,married,secondary,no,205,yes,no,cellular,3,jun,170,1,194,0,failure,no
8144,43,entrepreneur,married,secondary,no,3862,yes,no,cellular,3,jun,102,1,194,0,failure,no
8145,55,admin.,divorced,secondary,no,873,yes,yes,cellular,3,jun,131,1,194,0,failure,no
8146,53,blue-collar,married,primary,no,358,yes,no,cellular,3,jun,384,1,194,0,failure,no
8147,42,entrepreneur,married,secondary,no,2869,yes,no,cellular,3,jun,440,1,194,0,failure,no
8148,48,management,divorced,tertiary,no,1669,yes,no,cellular,3,jun,143,1,194,0,failure,no
8149,36,blue-collar,married,secondary,no,13,no,no,cellular,3,jun,284,1,194,0,failure,no
8150,45,retired,married,primary,no,0,no,no,cellular,3,jun,290,1,194,0,failure,no
8151,28,entrepreneur,single,secondary,no,1734,yes,no,cellular,3,jun,161,3,194,0,failure,no
8152,37,management,married,tertiary,no,0,yes,no,cellular,3,jun,247,13,194,0,failure,no
8153,40,retired,single,secondary,no,1734,yes,no,cellular,3,jun,123,4,194,0,failure,no
8154,44,blue-collar,married,secondary,no,3813,yes,no,cellular,3,jun,771,1,194,0,failure,no
8155,44,technician,married,secondary,no,497,yes,no,cellular,3,jun,103,2,194,0,failure,no
8156,38,services,married,secondary,no,823,yes,no,cellular,3,jun,132,5,194,0,failure,no
8157,38,blue-collar,married,secondary,no,769,yes,no,cellular,3,jun,235,1,194,0,failure,no
8158,43,entrepreneur,married,secondary,no,0,no,no,cellular,3,jun,1025,7,194,0,failure,yes
8159,37,blue-collar,married,secondary,no,67,no,no,cellular,3,jun,45,2,194,0,failure,no
8160,37,blue-collar,married,secondary,yes,-399,yes,yes,cellular,3,jun,21,3,194,0,failure,no
8161,58,services,married,primary,no,943,yes,no,cellular,3,jun,243,3,194,0,failure,no
8162,40,self-employed,married,primary,no,435,yes,yes,cellular,3,jun,131,5,194,0,failure,no
8163,35,blue-collar,married,secondary,no,412,yes,no,cellular,3,jun,316,1,194,0,failure,no
8164,26,management,single,tertiary,no,-630,yes,yes,cellular,3,jun,192,2,194,0,failure,no
8165,34,blue-collar,single,secondary,no,6141,yes,no,cellular,3,jun,145,1,194,0,failure,no
8166,46,blue-collar,married,secondary,no,572,yes,no,cellular,3,jun,288,2,194,0,failure,no
8167,37,blue-collar,married,primary,no,907,yes,no,cellular,3,jun,23,1,194,0,failure,no
8168,24,blue-collar,married,secondary,no,1073,yes,no,cellular,3,jun,569,2,194,0,failure,no
8169,33,services,married,secondary,no,334,yes,no,cellular,3,jun,23,1,194,0,failure,no
8170,32,technician,single,secondary,no,471,yes,no,cellular,3,jun,379,2,194,0,failure,no
8171,48,services,divorced,secondary,no,4408,yes,no,cellular,3,jun,106,6,194,0,failure,no
8172,57,retired,married,secondary,no,519,yes,no,cellular,3,jun,393,3,194,0,failure,no
8173,39,unemployed,married,secondary,no,270,yes,no,cellular,3,jun,116,1,194,0,failure,no
8174,31,blue-collar,married,primary,no,746,yes,yes,cellular,3,jun,25,1,194,0,failure,no
8175,35,services,divorced,secondary,no,-269,yes,no,cellular,3,jun,118,2,194,0,failure,no
8176,30,management,single,tertiary,no,218,no,no,cellular,3,jun,75,1,194,0,failure,no
8177,39,blue-collar,married,primary,no,572,yes,yes,cellular,3,jun,235,1,194,0,failure,no
8178,38,technician,married,secondary,no,27,yes,no,cellular,3,jun,404,4,194,0,failure,no
8179,37,services,married,secondary,no,0,yes,no,cellular,3,jun,126,1,194,0,failure,no
8180,30,admin.,married,secondary,no,-366,yes,yes,cellular,3,jun,102,1,194,0,failure,no
8181,35,management,single,tertiary,no,4788,yes,no,cellular,3,jun,227,1,194,0,failure,no
8182,49,blue-collar,married,secondary,no,-581,yes,no,cellular,3,jun,123,5,194,0,failure,no
8183,30,blue-collar,married,primary,no,346,yes,no,cellular,3,jun,135,1,194,0,failure,no
8184,23,blue-collar,single,secondary,no,1311,yes,no,cellular,3,jun,100,3,194,0,failure,no
8185,32,admin.,single,secondary,no,725,yes,no,cellular,3,jun,303,1,194,0,failure,no
8186,27,management,single,secondary,no,178,yes,no,cellular,3,jun,732,2,194,0,failure,yes
8187,30,management,single,tertiary,no,2186,yes,no,cellular,3,jun,366,1,194,0,failure,no
8188,32,management,single,tertiary,no,974,yes,no,cellular,3,jun,228,1,194,0,failure,no
8189,31,admin.,single,secondary,no,1588,yes,no,cellular,3,jun,14,1,194,0,failure,no
8190,32,services,married,secondary,no,1464,yes,no,cellular,3,jun,193,1,194,0,failure,no
8191,32,blue-collar,married,secondary,no,931,yes,no,cellular,3,jun,409,1,194,0,failure,no
8192,30,management,single,tertiary,no,149,yes,no,cellular,3,jun,220,2,194,0,failure,no
8193,35,blue-collar,married,secondary,no,11,no,no,cellular,3,jun,32,3,194,0,failure,no
8194,37,technician,single,secondary,no,466,yes,no,cellular,3,jun,231,2,194,0,failure,no
8195,30,management,single,tertiary,no,234,yes,no,cellular,3,jun,242,2,194,0,failure,no
8196,46,blue-collar,married,secondary,no,243,yes,no,cellular,3,jun,310,4,194,0,failure,no
8197,32,management,divorced,secondary,no,-107,yes,no,cellular,3,jun,216,2,194,0,failure,no
8198,34,management,single,tertiary,no,618,yes,no,cellular,3,jun,119,4,194,0,failure,no
8199,33,services,single,secondary,no,6531,yes,no,cellular,3,jun,495,3,194,0,failure,no
8200,59,management,married,tertiary,no,202,yes,no,cellular,3,jun,128,6,194,0,failure,no
8201,30,services,married,secondary,no,0,yes,yes,cellular,3,jun,185,1,194,0,failure,no
8202,31,admin.,single,secondary,no,527,yes,no,cellular,3,jun,722,2,194,0,failure,no
8203,40,blue-collar,married,primary,no,1698,yes,yes,cellular,3,jun,240,5,194,0,failure,no
8204,31,admin.,single,secondary,no,2104,yes,no,cellular,3,jun,455,1,194,0,failure,no
8205,31,technician,married,tertiary,yes,859,yes,no,cellular,3,jun,138,2,194,0,failure,no
8206,33,technician,married,secondary,no,1021,yes,no,cellular,3,jun,361,3,194,0,failure,no
8207,27,admin.,single,secondary,no,691,yes,no,cellular,3,jun,418,2,194,0,failure,no
8208,31,admin.,single,primary,no,-263,yes,no,cellular,3,jun,208,1,194,0,failure,no
8209,36,blue-collar,single,secondary,no,35,yes,no,cellular,3,jun,435,3,194,0,failure,no
8210,37,management,married,secondary,no,341,no,no,cellular,3,jun,120,2,194,0,failure,no
8211,24,admin.,single,secondary,no,66,yes,no,cellular,3,jun,825,1,194,0,failure,no
8212,51,self-employed,divorced,secondary,no,1291,yes,no,cellular,3,jun,51,2,194,0,failure,no
8213,32,blue-collar,married,secondary,no,1780,yes,yes,cellular,3,jun,238,6,194,0,failure,no
8214,36,technician,divorced,tertiary,no,1762,yes,no,cellular,3,jun,259,1,194,0,failure,no
8215,30,services,divorced,secondary,no,167,yes,no,cellular,3,jun,237,2,194,0,failure,no
