,age,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,admin.,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,divorced,married,single,failure,other,success
1837,27,2,0,527,1,0,0,9,5,118,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1838,31,2,0,1129,1,0,0,9,5,231,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1839,47,3,0,266,1,0,0,9,5,128,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1840,33,2,0,687,1,0,0,9,5,174,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1841,46,1,0,1726,1,1,0,9,5,195,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1842,38,2,0,-388,1,0,0,9,5,412,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1843,33,1,0,92,1,0,0,9,5,127,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1844,44,1,0,-11,1,0,0,9,5,13,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1845,35,3,0,1510,1,0,0,9,5,61,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1846,38,2,0,171,1,0,0,9,5,286,5,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1847,56,1,0,420,1,0,0,9,5,76,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1848,33,2,0,513,1,0,0,9,5,53,4,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1849,45,1,0,137,1,0,0,9,5,274,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1850,30,1,0,21,1,0,0,9,5,409,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1851,34,2,0,-312,1,0,0,9,5,232,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1852,32,2,0,-208,1,1,0,9,5,325,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1853,32,2,0,2,0,0,0,9,5,144,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1854,48,2,0,855,1,0,0,9,5,241,2,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1855,54,1,0,781,1,0,0,9,5,103,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1856,29,3,0,542,1,0,0,9,5,338,3,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1857,37,2,0,-175,1,0,0,9,5,182,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1858,26,3,0,79,1,1,0,9,5,346,3,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1859,43,2,0,3,1,0,0,9,5,204,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1860,31,2,0,4471,1,0,0,9,5,296,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1861,55,2,0,2313,1,0,0,9,5,551,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1862,45,2,0,-139,1,0,0,9,5,663,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1863,35,2,0,300,1,0,0,9,5,338,4,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1864,57,3,1,-3313,1,1,0,9,5,153,1,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1865,49,1,0,352,1,0,0,9,5,188,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1866,23,2,0,105,1,1,0,9,5,305,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1867,49,1,0,164,1,0,0,9,5,1080,5,194,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1868,38,3,0,-256,1,0,0,9,5,116,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1869,39,2,0,1261,1,0,0,9,5,129,2,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1870,27,3,0,-503,1,0,0,9,5,98,3,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1871,37,2,0,790,0,0,0,9,5,262,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1872,57,2,0,0,1,0,0,9,5,147,7,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1873,38,3,0,638,1,0,0,9,5,150,1,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1874,26,2,0,47,1,0,0,9,5,282,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1875,46,2,0,242,1,0,0,9,5,332,2,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1876,44,2,0,469,1,0,0,9,5,88,4,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1877,44,1,0,271,1,1,0,9,5,94,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1878,28,2,0,948,1,0,0,9,5,455,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1879,37,2,0,-356,0,1,0,9,5,49,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1880,43,2,0,336,1,0,0,9,5,181,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1881,25,2,0,61,1,0,0,9,5,345,9,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1882,34,1,0,359,1,0,0,9,5,154,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1883,39,1,0,105,1,0,0,9,5,294,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1884,35,2,0,6809,1,0,0,9,5,750,7,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1885,32,2,0,59,1,1,0,9,5,202,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1886,31,2,0,0,0,1,0,9,5,81,6,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1887,42,1,0,0,1,0,0,9,5,214,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1888,31,2,0,216,1,0,0,9,5,128,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1889,30,3,0,2530,1,0,0,9,5,70,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1890,29,2,0,356,1,0,0,9,5,106,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1891,29,2,1,-228,1,0,0,9,5,279,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1892,36,2,0,198,1,0,0,9,5,400,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1893,41,2,0,510,1,0,0,9,5,231,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1894,37,2,0,223,1,0,0,9,5,175,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1895,32,3,0,4,1,0,0,9,5,179,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1896,39,3,0,338,1,0,0,9,5,107,4,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1897,31,3,0,0,1,0,0,9,5,94,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1898,33,2,0,328,1,0,0,9,5,142,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1899,30,3,0,255,1,0,0,9,5,119,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1900,24,2,0,304,0,0,0,9,5,180,3,194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1901,55,2,0,-256,1,1,0,9,5,136,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1902,27,2,0,683,1,0,0,9,5,44,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1903,47,3,0,84,1,0,0,9,5,229,5,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1904,29,1,0,608,1,0,0,9,5,184,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1905,56,2,0,230,0,0,0,9,5,73,4,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1906,31,3,0,12,1,0,0,9,5,330,4,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1907,46,1,0,881,1,0,0,9,5,126,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1908,47,2,0,77,1,0,0,9,5,83,4,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1909,29,2,0,510,1,0,0,9,5,25,6,194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1910,35,3,0,1555,1,0,0,9,5,26,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1911,31,2,1,68,1,0,0,9,5,169,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1912,29,2,0,43,1,0,0,9,5,179,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1913,48,2,0,244,1,0,0,9,5,280,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1914,59,2,0,1376,0,1,0,9,5,61,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1915,44,3,0,392,1,0,0,9,5,124,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1916,30,3,0,-396,1,0,0,9,5,89,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1917,50,1,0,89,1,0,0,9,5,210,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1918,25,2,0,10,1,0,0,9,5,393,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1919,49,1,0,1387,1,1,0,9,5,161,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1920,38,2,0,253,1,0,0,9,5,515,4,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1921,29,2,0,853,1,0,0,9,5,177,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1922,51,3,0,91,1,0,0,9,5,178,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1923,29,2,0,348,1,0,0,9,5,185,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1924,32,2,0,43,1,0,0,9,5,218,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1925,43,1,0,-178,1,0,0,9,5,191,2,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1926,34,2,0,2137,0,0,0,9,5,245,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1927,37,1,0,1160,1,0,0,9,5,255,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1928,29,2,0,3986,1,0,0,9,5,488,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1929,39,2,0,126,1,0,0,9,5,211,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1930,34,2,0,6411,1,1,0,9,5,226,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1931,28,2,0,655,1,0,0,9,5,179,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1932,37,1,0,2378,1,0,0,9,5,460,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1933,29,2,0,15,1,1,0,9,5,432,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1934,25,2,0,96,1,0,0,9,5,176,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1935,33,1,0,191,1,0,0,9,5,162,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1936,34,2,0,391,1,0,0,9,5,192,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1937,50,1,0,31,1,0,0,9,5,237,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1938,35,2,0,73,0,0,0,9,5,134,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1939,53,3,0,0,0,0,0,9,5,44,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1940,41,1,0,156,1,0,0,9,5,47,5,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1941,48,1,0,231,1,0,0,9,5,752,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1942,32,2,0,-83,1,0,0,9,5,116,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1943,38,2,0,138,0,0,0,9,5,182,3,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1944,57,2,0,221,1,0,0,9,5,122,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1945,50,3,0,3284,1,0,0,9,5,51,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1946,40,3,0,4190,0,0,0,9,5,260,4,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1947,45,3,0,5694,1,0,0,9,5,214,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1948,34,2,0,297,1,0,0,9,5,407,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1949,32,1,0,-89,1,0,0,9,5,389,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1950,28,2,0,244,1,0,0,9,5,31,3,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1951,30,2,0,152,1,0,0,9,5,115,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1952,41,3,0,1696,1,0,0,9,5,878,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1953,36,2,0,714,0,0,0,9,5,277,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1954,49,2,0,315,1,0,0,9,5,117,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1955,32,3,0,312,1,0,0,9,5,262,2,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1956,53,3,0,913,1,0,0,9,5,244,4,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1957,44,2,0,-407,1,0,0,9,5,119,2,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1958,34,3,0,338,1,0,0,9,5,162,2,194,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1959,56,2,1,-435,1,1,0,9,5,185,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1960,27,2,0,769,1,0,0,9,5,317,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1961,32,2,0,120,1,1,0,9,5,214,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1962,43,1,0,0,0,0,0,9,5,71,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1963,34,1,0,9569,1,0,0,9,5,43,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1964,35,2,0,351,1,0,0,9,5,298,2,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1965,28,2,0,2,1,0,0,9,5,167,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1966,52,1,0,226,1,0,0,9,5,86,4,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1967,36,1,0,95,1,0,0,9,5,255,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1968,35,3,0,123,1,0,0,9,5,83,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1969,30,2,0,15,1,0,0,9,5,257,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1970,23,2,0,375,1,0,0,9,5,194,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1971,37,2,0,1190,1,0,0,9,5,268,3,194,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1972,29,2,0,487,1,1,0,9,5,176,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1973,28,2,0,123,1,0,0,9,5,97,1,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1974,56,3,0,2272,1,0,0,9,5,263,5,194,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1975,27,2,0,133,1,1,0,9,5,338,4,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1976,33,1,0,447,1,0,0,9,5,180,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1977,53,1,0,-864,1,0,0,9,5,322,5,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1978,47,2,0,8,0,0,0,9,5,64,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1979,50,2,0,107,1,0,0,9,5,71,4,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1980,31,2,0,620,0,0,0,9,5,166,3,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1981,31,2,0,42,1,0,0,9,5,210,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1982,37,3,0,-120,1,0,0,9,5,77,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1983,37,3,0,493,1,0,0,9,5,328,7,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1984,48,1,0,296,1,0,0,9,5,164,8,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1985,31,3,0,6248,1,0,0,9,5,154,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1986,34,2,0,484,0,0,0,9,5,84,4,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1987,32,1,0,12,1,0,0,9,5,153,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1988,54,3,0,154,0,0,0,9,5,155,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1989,31,3,0,606,1,0,0,9,5,111,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1990,55,2,0,560,1,0,0,9,5,91,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1991,27,2,0,564,1,0,0,9,5,257,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1992,36,2,0,771,1,0,0,9,5,213,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1993,33,2,0,0,1,1,0,9,5,173,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1994,43,1,0,757,1,0,0,9,5,315,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1995,42,2,0,333,1,0,0,9,5,190,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1996,48,1,0,418,1,0,0,9,5,102,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1997,41,2,0,-256,0,1,0,9,5,35,3,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1998,36,2,0,494,1,0,0,9,5,83,3,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1999,32,2,0,85,1,0,0,9,5,834,9,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2000,58,2,0,127,1,0,0,9,5,244,5,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2001,40,2,0,69,1,0,0,9,5,143,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2002,42,1,0,-10,1,0,0,9,5,291,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2003,34,2,0,-294,1,0,0,12,5,163,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2004,34,2,0,222,1,0,0,12,5,149,6,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2005,35,2,0,86,1,0,0,12,5,33,4,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2006,57,2,0,0,1,1,0,12,5,144,6,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2007,28,1,0,26,0,0,0,12,5,40,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2008,50,2,0,103,1,0,0,12,5,79,6,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2009,46,3,0,-80,1,0,0,12,5,112,2,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2010,28,2,0,131,1,0,0,12,5,147,5,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2011,57,2,0,106,0,0,0,12,5,836,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2012,49,2,1,15,0,0,0,12,5,290,5,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2013,56,3,0,4542,0,0,0,12,5,148,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2014,56,2,0,172,1,0,0,12,5,289,5,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2015,49,3,1,0,1,0,0,12,5,345,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2016,50,3,0,107,1,0,0,12,5,1002,5,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2017,47,2,0,15,0,0,0,12,5,181,4,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2018,45,1,0,101,1,0,0,12,5,460,5,194,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2019,44,2,0,304,1,0,0,12,5,129,2,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2020,51,3,0,7816,1,0,0,12,5,76,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2021,34,2,0,0,1,0,0,12,5,111,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2022,25,3,0,784,1,1,0,12,5,104,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2023,30,1,0,2581,0,0,0,12,5,221,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2024,39,2,0,507,1,0,0,12,5,150,7,194,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2025,25,3,0,333,1,0,0,12,5,399,3,194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2026,34,2,0,-220,1,1,0,12,5,115,4,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2027,25,2,0,249,1,0,0,12,5,149,5,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2028,33,2,0,-257,1,0,0,12,5,92,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2029,44,2,0,210,0,1,0,12,5,111,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2030,54,2,0,42,1,0,0,12,5,192,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2031,43,2,0,210,1,0,0,12,5,88,5,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2032,35,2,0,325,0,0,0,12,5,592,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2033,27,2,0,123,1,0,0,12,5,105,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2034,42,1,0,-25,1,0,0,12,5,62,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2035,40,2,0,66,1,0,0,12,5,29,8,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2036,31,1,0,0,1,1,0,12,5,59,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2037,29,3,0,409,1,0,0,12,5,247,3,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2038,49,2,0,4785,0,0,0,12,5,160,4,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2039,59,1,0,121,1,0,0,12,5,144,7,194,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2040,37,3,0,0,1,0,0,12,5,346,4,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2041,60,2,0,231,1,0,0,12,5,57,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2042,25,2,0,1135,1,0,0,12,5,396,3,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2043,28,2,0,-201,1,0,0,12,5,286,4,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2044,40,2,0,-278,1,0,0,12,5,400,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2045,43,3,0,16,1,0,0,12,5,282,4,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2046,51,1,1,-283,1,0,0,12,5,38,4,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2047,28,2,0,-103,1,0,0,12,5,252,4,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2048,54,1,0,113,0,0,0,12,5,76,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
